postId,Score,userId,CommentCount,Reputation,Views,UpVotes,DownVotes,Outlier
75047,1,686.0,5,44152,7357,2156,82,Reputation
76070,0,686.0,0,44152,7357,2156,82,Reputation
76118,2,686.0,1,44152,7357,2156,82,Reputation
76227,2,686.0,2,44152,7357,2156,82,Reputation
76443,1,686.0,3,44152,7357,2156,82,Reputation
76585,2,686.0,5,44152,7357,2156,82,Reputation
76792,1,686.0,1,44152,7357,2156,82,Reputation
76881,2,686.0,3,44152,7357,2156,82,Reputation
77037,4,686.0,0,44152,7357,2156,82,Reputation
77106,2,686.0,1,44152,7357,2156,82,Reputation
77108,0,686.0,4,44152,7357,2156,82,Reputation
77126,1,686.0,2,44152,7357,2156,82,Reputation
77129,4,686.0,1,44152,7357,2156,82,Reputation
77143,1,686.0,1,44152,7357,2156,82,Reputation
77144,1,686.0,0,44152,7357,2156,82,Reputation
77199,1,686.0,0,44152,7357,2156,82,Reputation
77200,1,686.0,0,44152,7357,2156,82,Reputation
77239,1,686.0,4,44152,7357,2156,82,Reputation
77338,2,686.0,0,44152,7357,2156,82,Reputation
77405,1,686.0,8,44152,7357,2156,82,Reputation
77443,1,686.0,0,44152,7357,2156,82,Reputation
77453,4,686.0,6,44152,7357,2156,82,Reputation
77484,3,686.0,0,44152,7357,2156,82,Reputation
77485,1,686.0,2,44152,7357,2156,82,Reputation
77604,0,686.0,5,44152,7357,2156,82,Reputation
77653,2,686.0,0,44152,7357,2156,82,Reputation
77840,2,686.0,4,44152,7357,2156,82,Reputation
77841,1,686.0,0,44152,7357,2156,82,Reputation
77948,2,686.0,1,44152,7357,2156,82,Reputation
77954,4,686.0,5,44152,7357,2156,82,Reputation
77956,4,686.0,1,44152,7357,2156,82,Reputation
78051,0,686.0,0,44152,7357,2156,82,Reputation
78105,1,686.0,0,44152,7357,2156,82,Reputation
78130,0,686.0,7,44152,7357,2156,82,Reputation
78136,2,686.0,0,44152,7357,2156,82,Reputation
78181,1,686.0,5,44152,7357,2156,82,Reputation
78199,0,686.0,6,44152,7357,2156,82,Reputation
78246,1,686.0,5,44152,7357,2156,82,Reputation
78310,0,686.0,0,44152,7357,2156,82,Reputation
78423,3,686.0,0,44152,7357,2156,82,Reputation
78513,4,686.0,0,44152,7357,2156,82,Reputation
78518,1,686.0,3,44152,7357,2156,82,Reputation
78525,1,686.0,0,44152,7357,2156,82,Reputation
78638,1,686.0,8,44152,7357,2156,82,Reputation
78660,3,686.0,8,44152,7357,2156,82,Reputation
78687,3,686.0,0,44152,7357,2156,82,Reputation
78751,1,686.0,0,44152,7357,2156,82,Reputation
78763,-2,686.0,6,44152,7357,2156,82,Reputation
78857,1,686.0,6,44152,7357,2156,82,Reputation
78867,1,686.0,4,44152,7357,2156,82,Reputation
78886,1,686.0,2,44152,7357,2156,82,Reputation
78947,2,686.0,1,44152,7357,2156,82,Reputation
78951,7,686.0,5,44152,7357,2156,82,Reputation
78962,2,686.0,0,44152,7357,2156,82,Reputation
79058,2,686.0,1,44152,7357,2156,82,Reputation
79196,1,686.0,6,44152,7357,2156,82,Reputation
79267,6,686.0,7,44152,7357,2156,82,Reputation
79323,3,686.0,1,44152,7357,2156,82,Reputation
79479,1,686.0,4,44152,7357,2156,82,Reputation
79654,3,686.0,1,44152,7357,2156,82,Reputation
79666,3,686.0,0,44152,7357,2156,82,Reputation
79671,0,686.0,0,44152,7357,2156,82,Reputation
79672,0,686.0,0,44152,7357,2156,82,Reputation
79727,5,686.0,0,44152,7357,2156,82,Reputation
79732,1,686.0,7,44152,7357,2156,82,Reputation
79739,1,686.0,0,44152,7357,2156,82,Reputation
79800,0,686.0,0,44152,7357,2156,82,Reputation
79874,4,686.0,2,44152,7357,2156,82,Reputation
79906,1,686.0,3,44152,7357,2156,82,Reputation
80008,2,686.0,3,44152,7357,2156,82,Reputation
80134,0,686.0,3,44152,7357,2156,82,Reputation
80165,1,686.0,1,44152,7357,2156,82,Reputation
80220,13,686.0,6,44152,7357,2156,82,Reputation
80224,1,686.0,2,44152,7357,2156,82,Reputation
80256,1,686.0,1,44152,7357,2156,82,Reputation
80262,0,686.0,4,44152,7357,2156,82,Reputation
80280,2,686.0,2,44152,7357,2156,82,Reputation
80320,3,686.0,4,44152,7357,2156,82,Reputation
80330,2,686.0,3,44152,7357,2156,82,Reputation
80347,3,686.0,0,44152,7357,2156,82,Reputation
80348,1,686.0,1,44152,7357,2156,82,Reputation
80402,4,686.0,1,44152,7357,2156,82,Reputation
80413,2,686.0,7,44152,7357,2156,82,Reputation
80502,2,686.0,3,44152,7357,2156,82,Reputation
80643,1,686.0,3,44152,7357,2156,82,Reputation
80644,1,686.0,1,44152,7357,2156,82,Reputation
80802,1,686.0,2,44152,7357,2156,82,Reputation
80983,1,686.0,4,44152,7357,2156,82,Reputation
81113,1,686.0,1,44152,7357,2156,82,Reputation
81313,1,686.0,0,44152,7357,2156,82,Reputation
81314,3,686.0,0,44152,7357,2156,82,Reputation
81315,4,686.0,1,44152,7357,2156,82,Reputation
81317,1,686.0,1,44152,7357,2156,82,Reputation
81435,2,686.0,1,44152,7357,2156,82,Reputation
81443,2,686.0,1,44152,7357,2156,82,Reputation
81485,10,686.0,2,44152,7357,2156,82,Reputation
81486,2,686.0,3,44152,7357,2156,82,Reputation
81554,2,686.0,2,44152,7357,2156,82,Reputation
81585,5,686.0,0,44152,7357,2156,82,Reputation
81600,0,686.0,0,44152,7357,2156,82,Reputation
81630,1,686.0,2,44152,7357,2156,82,Reputation
81704,1,686.0,0,44152,7357,2156,82,Reputation
81708,2,686.0,0,44152,7357,2156,82,Reputation
81742,3,686.0,3,44152,7357,2156,82,Reputation
81876,8,686.0,2,44152,7357,2156,82,Reputation
81921,1,686.0,2,44152,7357,2156,82,Reputation
81949,0,686.0,0,44152,7357,2156,82,Reputation
81965,5,686.0,6,44152,7357,2156,82,Reputation
82007,3,686.0,3,44152,7357,2156,82,Reputation
82041,0,686.0,1,44152,7357,2156,82,Reputation
82086,1,686.0,2,44152,7357,2156,82,Reputation
82090,3,686.0,2,44152,7357,2156,82,Reputation
82233,4,686.0,5,44152,7357,2156,82,Reputation
82298,1,686.0,0,44152,7357,2156,82,Reputation
82329,4,686.0,1,44152,7357,2156,82,Reputation
82332,3,686.0,3,44152,7357,2156,82,Reputation
82366,0,686.0,1,44152,7357,2156,82,Reputation
82415,2,686.0,6,44152,7357,2156,82,Reputation
82457,3,686.0,3,44152,7357,2156,82,Reputation
82643,4,686.0,0,44152,7357,2156,82,Reputation
82666,1,686.0,0,44152,7357,2156,82,Reputation
82734,1,686.0,4,44152,7357,2156,82,Reputation
82747,1,686.0,0,44152,7357,2156,82,Reputation
82819,1,686.0,1,44152,7357,2156,82,Reputation
82825,3,686.0,1,44152,7357,2156,82,Reputation
82868,3,686.0,4,44152,7357,2156,82,Reputation
83106,4,686.0,1,44152,7357,2156,82,Reputation
83108,5,686.0,0,44152,7357,2156,82,Reputation
83185,3,686.0,0,44152,7357,2156,82,Reputation
83226,1,686.0,0,44152,7357,2156,82,Reputation
83227,2,686.0,5,44152,7357,2156,82,Reputation
83312,2,686.0,2,44152,7357,2156,82,Reputation
83466,1,686.0,1,44152,7357,2156,82,Reputation
83499,11,686.0,0,44152,7357,2156,82,Reputation
83529,1,686.0,0,44152,7357,2156,82,Reputation
83578,4,686.0,8,44152,7357,2156,82,Reputation
83587,3,686.0,3,44152,7357,2156,82,Reputation
83664,7,686.0,9,44152,7357,2156,82,Reputation
83770,3,686.0,12,44152,7357,2156,82,Reputation
83923,6,686.0,0,44152,7357,2156,82,Reputation
83974,4,686.0,0,44152,7357,2156,82,Reputation
83981,1,686.0,2,44152,7357,2156,82,Reputation
84084,8,686.0,8,44152,7357,2156,82,Reputation
84085,16,686.0,0,44152,7357,2156,82,Reputation
84110,3,686.0,3,44152,7357,2156,82,Reputation
84200,2,686.0,2,44152,7357,2156,82,Reputation
84206,1,686.0,1,44152,7357,2156,82,Reputation
84208,2,686.0,0,44152,7357,2156,82,Reputation
85389,3,686.0,0,44152,7357,2156,82,Reputation
85489,2,686.0,5,44152,7357,2156,82,Reputation
85505,13,686.0,1,44152,7357,2156,82,Reputation
85568,1,686.0,0,44152,7357,2156,82,Reputation
85618,2,686.0,0,44152,7357,2156,82,Reputation
85632,1,686.0,2,44152,7357,2156,82,Reputation
85733,0,686.0,3,44152,7357,2156,82,Reputation
85836,2,686.0,9,44152,7357,2156,82,Reputation
85953,1,686.0,2,44152,7357,2156,82,Reputation
85959,0,686.0,0,44152,7357,2156,82,Reputation
86064,3,686.0,3,44152,7357,2156,82,Reputation
86065,3,686.0,0,44152,7357,2156,82,Reputation
86090,1,686.0,2,44152,7357,2156,82,Reputation
86093,2,686.0,0,44152,7357,2156,82,Reputation
86189,2,686.0,2,44152,7357,2156,82,Reputation
86264,3,686.0,0,44152,7357,2156,82,Reputation
86272,1,686.0,0,44152,7357,2156,82,Reputation
86282,3,686.0,0,44152,7357,2156,82,Reputation
86349,1,686.0,0,44152,7357,2156,82,Reputation
86444,2,686.0,2,44152,7357,2156,82,Reputation
86568,0,686.0,0,44152,7357,2156,82,Reputation
86581,1,686.0,0,44152,7357,2156,82,Reputation
86644,3,686.0,0,44152,7357,2156,82,Reputation
86653,3,686.0,3,44152,7357,2156,82,Reputation
86676,1,686.0,3,44152,7357,2156,82,Reputation
86684,7,686.0,5,44152,7357,2156,82,Reputation
86760,3,686.0,2,44152,7357,2156,82,Reputation
86776,1,686.0,10,44152,7357,2156,82,Reputation
86945,1,686.0,5,44152,7357,2156,82,Reputation
86946,2,686.0,6,44152,7357,2156,82,Reputation
87002,3,686.0,2,44152,7357,2156,82,Reputation
87058,3,686.0,0,44152,7357,2156,82,Reputation
87069,3,686.0,2,44152,7357,2156,82,Reputation
87094,2,686.0,0,44152,7357,2156,82,Reputation
87208,1,686.0,4,44152,7357,2156,82,Reputation
87497,1,686.0,3,44152,7357,2156,82,Reputation
87512,2,686.0,1,44152,7357,2156,82,Reputation
87544,0,686.0,0,44152,7357,2156,82,Reputation
87574,2,686.0,2,44152,7357,2156,82,Reputation
87610,2,686.0,13,44152,7357,2156,82,Reputation
87642,3,686.0,1,44152,7357,2156,82,Reputation
87742,0,686.0,3,44152,7357,2156,82,Reputation
87788,1,686.0,0,44152,7357,2156,82,Reputation
87892,8,686.0,1,44152,7357,2156,82,Reputation
87960,1,686.0,2,44152,7357,2156,82,Reputation
88371,2,686.0,0,44152,7357,2156,82,Reputation
88552,0,686.0,0,44152,7357,2156,82,Reputation
88637,2,686.0,4,44152,7357,2156,82,Reputation
88692,2,686.0,2,44152,7357,2156,82,Reputation
88693,0,686.0,5,44152,7357,2156,82,Reputation
88695,1,686.0,0,44152,7357,2156,82,Reputation
88884,1,686.0,1,44152,7357,2156,82,Reputation
89148,1,686.0,0,44152,7357,2156,82,Reputation
89284,4,686.0,1,44152,7357,2156,82,Reputation
89354,1,686.0,0,44152,7357,2156,82,Reputation
89385,4,686.0,2,44152,7357,2156,82,Reputation
89435,2,686.0,1,44152,7357,2156,82,Reputation
89445,2,686.0,0,44152,7357,2156,82,Reputation
89579,3,686.0,0,44152,7357,2156,82,Reputation
89589,3,686.0,1,44152,7357,2156,82,Reputation
89639,49,686.0,13,44152,7357,2156,82,Reputation
89658,2,686.0,4,44152,7357,2156,82,Reputation
89662,1,686.0,1,44152,7357,2156,82,Reputation
89719,1,686.0,0,44152,7357,2156,82,Reputation
89721,0,686.0,1,44152,7357,2156,82,Reputation
89755,3,686.0,1,44152,7357,2156,82,Reputation
89767,2,686.0,8,44152,7357,2156,82,Reputation
89817,2,686.0,0,44152,7357,2156,82,Reputation
89859,1,686.0,0,44152,7357,2156,82,Reputation
89931,1,686.0,10,44152,7357,2156,82,Reputation
90069,1,686.0,2,44152,7357,2156,82,Reputation
90073,2,686.0,1,44152,7357,2156,82,Reputation
90155,15,686.0,17,44152,7357,2156,82,Reputation
90217,2,686.0,1,44152,7357,2156,82,Reputation
90220,2,686.0,4,44152,7357,2156,82,Reputation
90230,1,686.0,0,44152,7357,2156,82,Reputation
90266,1,686.0,0,44152,7357,2156,82,Reputation
90297,1,686.0,1,44152,7357,2156,82,Reputation
90419,0,686.0,2,44152,7357,2156,82,Reputation
90488,1,686.0,3,44152,7357,2156,82,Reputation
90684,1,686.0,0,44152,7357,2156,82,Reputation
90693,1,686.0,2,44152,7357,2156,82,Reputation
90845,1,686.0,2,44152,7357,2156,82,Reputation
90846,4,686.0,1,44152,7357,2156,82,Reputation
90960,2,686.0,0,44152,7357,2156,82,Reputation
91010,3,686.0,1,44152,7357,2156,82,Reputation
91142,1,686.0,3,44152,7357,2156,82,Reputation
91672,6,686.0,0,44152,7357,2156,82,Reputation
91676,1,686.0,2,44152,7357,2156,82,Reputation
91691,7,686.0,8,44152,7357,2156,82,Reputation
91760,0,686.0,0,44152,7357,2156,82,Reputation
91767,4,686.0,2,44152,7357,2156,82,Reputation
91804,1,686.0,16,44152,7357,2156,82,Reputation
91984,3,686.0,1,44152,7357,2156,82,Reputation
92039,0,686.0,1,44152,7357,2156,82,Reputation
92121,2,686.0,1,44152,7357,2156,82,Reputation
92228,2,686.0,8,44152,7357,2156,82,Reputation
92235,0,686.0,4,44152,7357,2156,82,Reputation
92285,11,686.0,0,44152,7357,2156,82,Reputation
92369,0,686.0,0,44152,7357,2156,82,Reputation
92380,1,686.0,3,44152,7357,2156,82,Reputation
92463,1,686.0,0,44152,7357,2156,82,Reputation
92636,1,686.0,3,44152,7357,2156,82,Reputation
92815,2,686.0,1,44152,7357,2156,82,Reputation
92837,4,686.0,0,44152,7357,2156,82,Reputation
92896,1,686.0,2,44152,7357,2156,82,Reputation
92987,3,686.0,1,44152,7357,2156,82,Reputation
92988,3,686.0,1,44152,7357,2156,82,Reputation
93053,0,686.0,1,44152,7357,2156,82,Reputation
93054,0,686.0,2,44152,7357,2156,82,Reputation
93167,1,686.0,0,44152,7357,2156,82,Reputation
93191,3,686.0,0,44152,7357,2156,82,Reputation
93218,2,686.0,0,44152,7357,2156,82,Reputation
93219,4,686.0,0,44152,7357,2156,82,Reputation
93220,2,686.0,5,44152,7357,2156,82,Reputation
93256,0,686.0,1,44152,7357,2156,82,Reputation
93292,0,686.0,2,44152,7357,2156,82,Reputation
93420,4,686.0,3,44152,7357,2156,82,Reputation
93424,1,686.0,1,44152,7357,2156,82,Reputation
93430,0,686.0,0,44152,7357,2156,82,Reputation
93432,2,686.0,1,44152,7357,2156,82,Reputation
93437,2,686.0,0,44152,7357,2156,82,Reputation
93609,0,686.0,2,44152,7357,2156,82,Reputation
93655,6,686.0,0,44152,7357,2156,82,Reputation
93688,2,686.0,0,44152,7357,2156,82,Reputation
93711,1,686.0,0,44152,7357,2156,82,Reputation
93756,2,686.0,1,44152,7357,2156,82,Reputation
93788,2,686.0,4,44152,7357,2156,82,Reputation
94123,3,686.0,3,44152,7357,2156,82,Reputation
94193,0,686.0,0,44152,7357,2156,82,Reputation
94246,2,686.0,4,44152,7357,2156,82,Reputation
94250,2,686.0,0,44152,7357,2156,82,Reputation
94445,3,686.0,2,44152,7357,2156,82,Reputation
94447,1,686.0,0,44152,7357,2156,82,Reputation
94456,1,686.0,1,44152,7357,2156,82,Reputation
94535,1,686.0,1,44152,7357,2156,82,Reputation
94846,0,686.0,0,44152,7357,2156,82,Reputation
94999,0,686.0,1,44152,7357,2156,82,Reputation
95012,6,686.0,5,44152,7357,2156,82,Reputation
95020,4,686.0,1,44152,7357,2156,82,Reputation
95083,3,686.0,4,44152,7357,2156,82,Reputation
95286,2,686.0,2,44152,7357,2156,82,Reputation
95293,2,686.0,4,44152,7357,2156,82,Reputation
95373,5,686.0,0,44152,7357,2156,82,Reputation
95376,2,686.0,0,44152,7357,2156,82,Reputation
95393,0,686.0,4,44152,7357,2156,82,Reputation
95433,1,686.0,1,44152,7357,2156,82,Reputation
95437,1,686.0,0,44152,7357,2156,82,Reputation
95483,0,686.0,3,44152,7357,2156,82,Reputation
95487,0,686.0,3,44152,7357,2156,82,Reputation
95801,1,686.0,0,44152,7357,2156,82,Reputation
95940,0,686.0,1,44152,7357,2156,82,Reputation
96203,1,686.0,0,44152,7357,2156,82,Reputation
96204,5,686.0,0,44152,7357,2156,82,Reputation
96239,2,686.0,0,44152,7357,2156,82,Reputation
96316,2,686.0,4,44152,7357,2156,82,Reputation
96339,0,686.0,2,44152,7357,2156,82,Reputation
96383,10,686.0,9,44152,7357,2156,82,Reputation
96385,1,686.0,0,44152,7357,2156,82,Reputation
96438,1,686.0,2,44152,7357,2156,82,Reputation
96446,1,686.0,0,44152,7357,2156,82,Reputation
96465,1,686.0,4,44152,7357,2156,82,Reputation
96484,1,686.0,1,44152,7357,2156,82,Reputation
96528,0,686.0,2,44152,7357,2156,82,Reputation
96538,3,686.0,0,44152,7357,2156,82,Reputation
96540,2,686.0,0,44152,7357,2156,82,Reputation
96736,4,686.0,9,44152,7357,2156,82,Reputation
96745,2,686.0,0,44152,7357,2156,82,Reputation
96761,2,686.0,1,44152,7357,2156,82,Reputation
96762,2,686.0,13,44152,7357,2156,82,Reputation
96852,1,686.0,1,44152,7357,2156,82,Reputation
96971,2,686.0,0,44152,7357,2156,82,Reputation
97199,0,686.0,3,44152,7357,2156,82,Reputation
97215,0,686.0,1,44152,7357,2156,82,Reputation
97254,1,686.0,1,44152,7357,2156,82,Reputation
97356,1,686.0,1,44152,7357,2156,82,Reputation
97693,1,686.0,0,44152,7357,2156,82,Reputation
97844,-1,686.0,4,44152,7357,2156,82,Reputation
99061,0,686.0,7,44152,7357,2156,82,Reputation
99147,1,686.0,0,44152,7357,2156,82,Reputation
99149,1,686.0,6,44152,7357,2156,82,Reputation
99152,3,686.0,0,44152,7357,2156,82,Reputation
99186,2,686.0,2,44152,7357,2156,82,Reputation
99233,0,686.0,5,44152,7357,2156,82,Reputation
99235,2,686.0,0,44152,7357,2156,82,Reputation
99241,0,686.0,2,44152,7357,2156,82,Reputation
99320,3,686.0,2,44152,7357,2156,82,Reputation
99391,1,686.0,0,44152,7357,2156,82,Reputation
99569,1,686.0,2,44152,7357,2156,82,Reputation
99570,0,686.0,3,44152,7357,2156,82,Reputation
99622,7,686.0,0,44152,7357,2156,82,Reputation
99670,1,686.0,1,44152,7357,2156,82,Reputation
99959,3,686.0,1,44152,7357,2156,82,Reputation
99977,3,686.0,2,44152,7357,2156,82,Reputation
99987,4,686.0,1,44152,7357,2156,82,Reputation
99994,0,686.0,1,44152,7357,2156,82,Reputation
100095,1,686.0,2,44152,7357,2156,82,Reputation
100152,42,686.0,9,44152,7357,2156,82,Reputation
100233,2,686.0,3,44152,7357,2156,82,Reputation
100247,1,686.0,1,44152,7357,2156,82,Reputation
100266,3,686.0,0,44152,7357,2156,82,Reputation
100347,1,686.0,2,44152,7357,2156,82,Reputation
100351,1,686.0,0,44152,7357,2156,82,Reputation
100486,1,686.0,0,44152,7357,2156,82,Reputation
100515,2,686.0,2,44152,7357,2156,82,Reputation
100541,1,686.0,1,44152,7357,2156,82,Reputation
100555,1,686.0,2,44152,7357,2156,82,Reputation
100595,3,686.0,3,44152,7357,2156,82,Reputation
100696,5,686.0,4,44152,7357,2156,82,Reputation
100802,0,686.0,2,44152,7357,2156,82,Reputation
100986,2,686.0,2,44152,7357,2156,82,Reputation
101419,3,686.0,2,44152,7357,2156,82,Reputation
101513,2,686.0,3,44152,7357,2156,82,Reputation
101524,2,686.0,0,44152,7357,2156,82,Reputation
101573,0,686.0,2,44152,7357,2156,82,Reputation
102602,1,686.0,1,44152,7357,2156,82,Reputation
102656,1,686.0,0,44152,7357,2156,82,Reputation
102740,1,686.0,2,44152,7357,2156,82,Reputation
102745,1,686.0,0,44152,7357,2156,82,Reputation
103099,1,686.0,0,44152,7357,2156,82,Reputation
103131,0,686.0,0,44152,7357,2156,82,Reputation
103250,3,686.0,0,44152,7357,2156,82,Reputation
103372,1,686.0,0,44152,7357,2156,82,Reputation
103615,2,686.0,1,44152,7357,2156,82,Reputation
103827,0,686.0,6,44152,7357,2156,82,Reputation
104111,0,686.0,1,44152,7357,2156,82,Reputation
104198,5,686.0,3,44152,7357,2156,82,Reputation
104223,1,686.0,0,44152,7357,2156,82,Reputation
104384,1,686.0,1,44152,7357,2156,82,Reputation
104386,4,686.0,2,44152,7357,2156,82,Reputation
104398,1,686.0,3,44152,7357,2156,82,Reputation
104592,1,686.0,2,44152,7357,2156,82,Reputation
104685,1,686.0,1,44152,7357,2156,82,Reputation
104687,0,686.0,1,44152,7357,2156,82,Reputation
104757,4,686.0,1,44152,7357,2156,82,Reputation
104770,7,686.0,1,44152,7357,2156,82,Reputation
104893,7,686.0,1,44152,7357,2156,82,Reputation
104895,2,686.0,0,44152,7357,2156,82,Reputation
105020,3,686.0,6,44152,7357,2156,82,Reputation
105120,4,686.0,1,44152,7357,2156,82,Reputation
105123,0,686.0,2,44152,7357,2156,82,Reputation
105274,0,686.0,5,44152,7357,2156,82,Reputation
105324,4,686.0,0,44152,7357,2156,82,Reputation
105443,0,686.0,0,44152,7357,2156,82,Reputation
105666,2,686.0,4,44152,7357,2156,82,Reputation
105887,0,686.0,1,44152,7357,2156,82,Reputation
106407,3,686.0,1,44152,7357,2156,82,Reputation
106408,4,686.0,0,44152,7357,2156,82,Reputation
107447,1,686.0,1,44152,7357,2156,82,Reputation
107777,1,686.0,0,44152,7357,2156,82,Reputation
107849,2,686.0,0,44152,7357,2156,82,Reputation
107992,0,686.0,1,44152,7357,2156,82,Reputation
108277,1,686.0,14,44152,7357,2156,82,Reputation
108412,3,686.0,0,44152,7357,2156,82,Reputation
108703,1,686.0,0,44152,7357,2156,82,Reputation
108846,0,686.0,0,44152,7357,2156,82,Reputation
109056,2,686.0,2,44152,7357,2156,82,Reputation
109200,2,686.0,4,44152,7357,2156,82,Reputation
109439,0,686.0,0,44152,7357,2156,82,Reputation
109444,2,686.0,1,44152,7357,2156,82,Reputation
109581,0,686.0,4,44152,7357,2156,82,Reputation
109613,1,686.0,0,44152,7357,2156,82,Reputation
109904,1,686.0,0,44152,7357,2156,82,Reputation
109905,5,686.0,0,44152,7357,2156,82,Reputation
109974,0,686.0,0,44152,7357,2156,82,Reputation
110372,1,686.0,1,44152,7357,2156,82,Reputation
110498,1,686.0,0,44152,7357,2156,82,Reputation
110913,0,686.0,2,44152,7357,2156,82,Reputation
111348,3,686.0,1,44152,7357,2156,82,Reputation
111518,2,686.0,9,44152,7357,2156,82,Reputation
111848,0,686.0,2,44152,7357,2156,82,Reputation
112298,0,686.0,0,44152,7357,2156,82,Reputation
112326,0,686.0,0,44152,7357,2156,82,Reputation
112580,3,686.0,7,44152,7357,2156,82,Reputation
112599,0,686.0,2,44152,7357,2156,82,Reputation
112758,0,686.0,0,44152,7357,2156,82,Reputation
112902,0,686.0,2,44152,7357,2156,82,Reputation
112981,1,686.0,4,44152,7357,2156,82,Reputation
113100,0,686.0,0,44152,7357,2156,82,Reputation
113210,2,686.0,0,44152,7357,2156,82,Reputation
113553,0,686.0,5,44152,7357,2156,82,Reputation
114431,3,686.0,1,44152,7357,2156,82,Reputation
114531,2,686.0,1,44152,7357,2156,82,Reputation
114681,1,686.0,1,44152,7357,2156,82,Reputation
114770,30,686.0,1,44152,7357,2156,82,Reputation
115250,0,686.0,0,44152,7357,2156,82,Reputation
1425,11,805.0,3,65272,5680,7035,143,Reputation
1723,8,805.0,4,65272,5680,7035,143,Reputation
1724,5,805.0,0,65272,5680,7035,143,Reputation
2434,2,805.0,4,65272,5680,7035,143,Reputation
2589,2,805.0,0,65272,5680,7035,143,Reputation
2604,8,805.0,5,65272,5680,7035,143,Reputation
3154,5,805.0,0,65272,5680,7035,143,Reputation
3579,2,805.0,0,65272,5680,7035,143,Reputation
3625,3,805.0,0,65272,5680,7035,143,Reputation
3735,6,805.0,0,65272,5680,7035,143,Reputation
9603,0,805.0,2,65272,5680,7035,143,Reputation
9855,0,805.0,0,65272,5680,7035,143,Reputation
14900,2,805.0,1,65272,5680,7035,143,Reputation
15825,2,805.0,0,65272,5680,7035,143,Reputation
25002,1,805.0,4,65272,5680,7035,143,Reputation
25412,1,805.0,0,65272,5680,7035,143,Reputation
27881,2,805.0,3,65272,5680,7035,143,Reputation
29076,4,805.0,2,65272,5680,7035,143,Reputation
29954,5,805.0,5,65272,5680,7035,143,Reputation
30427,1,805.0,0,65272,5680,7035,143,Reputation
30492,11,805.0,7,65272,5680,7035,143,Reputation
30619,3,805.0,3,65272,5680,7035,143,Reputation
31568,1,805.0,0,65272,5680,7035,143,Reputation
32759,0,805.0,0,65272,5680,7035,143,Reputation
33237,3,805.0,3,65272,5680,7035,143,Reputation
36220,20,805.0,5,65272,5680,7035,143,Reputation
37718,2,805.0,1,65272,5680,7035,143,Reputation
37789,3,805.0,1,65272,5680,7035,143,Reputation
37831,4,805.0,3,65272,5680,7035,143,Reputation
38298,1,805.0,0,65272,5680,7035,143,Reputation
38974,6,805.0,2,65272,5680,7035,143,Reputation
40355,3,805.0,1,65272,5680,7035,143,Reputation
40412,1,805.0,0,65272,5680,7035,143,Reputation
40626,1,805.0,0,65272,5680,7035,143,Reputation
40908,1,805.0,0,65272,5680,7035,143,Reputation
40913,1,805.0,0,65272,5680,7035,143,Reputation
40919,3,805.0,0,65272,5680,7035,143,Reputation
41144,1,805.0,4,65272,5680,7035,143,Reputation
41233,9,805.0,0,65272,5680,7035,143,Reputation
41340,2,805.0,0,65272,5680,7035,143,Reputation
41475,2,805.0,2,65272,5680,7035,143,Reputation
41554,4,805.0,0,65272,5680,7035,143,Reputation
41623,3,805.0,2,65272,5680,7035,143,Reputation
41653,2,805.0,0,65272,5680,7035,143,Reputation
41659,7,805.0,0,65272,5680,7035,143,Reputation
41705,2,805.0,0,65272,5680,7035,143,Reputation
41747,1,805.0,6,65272,5680,7035,143,Reputation
41905,12,805.0,2,65272,5680,7035,143,Reputation
42958,1,805.0,0,65272,5680,7035,143,Reputation
42968,1,805.0,5,65272,5680,7035,143,Reputation
43281,1,805.0,8,65272,5680,7035,143,Reputation
43325,2,805.0,1,65272,5680,7035,143,Reputation
43371,2,805.0,3,65272,5680,7035,143,Reputation
43526,5,805.0,0,65272,5680,7035,143,Reputation
43907,3,805.0,0,65272,5680,7035,143,Reputation
43921,1,805.0,0,65272,5680,7035,143,Reputation
44152,1,805.0,1,65272,5680,7035,143,Reputation
44217,3,805.0,0,65272,5680,7035,143,Reputation
44237,1,805.0,1,65272,5680,7035,143,Reputation
44249,0,805.0,5,65272,5680,7035,143,Reputation
44251,7,805.0,3,65272,5680,7035,143,Reputation
44361,1,805.0,0,65272,5680,7035,143,Reputation
44367,1,805.0,1,65272,5680,7035,143,Reputation
44476,15,805.0,9,65272,5680,7035,143,Reputation
44556,2,805.0,4,65272,5680,7035,143,Reputation
44654,1,805.0,0,65272,5680,7035,143,Reputation
44660,5,805.0,0,65272,5680,7035,143,Reputation
44812,2,805.0,1,65272,5680,7035,143,Reputation
44818,6,805.0,2,65272,5680,7035,143,Reputation
44827,2,805.0,4,65272,5680,7035,143,Reputation
44882,1,805.0,0,65272,5680,7035,143,Reputation
44923,5,805.0,2,65272,5680,7035,143,Reputation
45047,0,805.0,0,65272,5680,7035,143,Reputation
45049,4,805.0,5,65272,5680,7035,143,Reputation
45138,1,805.0,3,65272,5680,7035,143,Reputation
45143,11,805.0,3,65272,5680,7035,143,Reputation
45154,5,805.0,3,65272,5680,7035,143,Reputation
45227,3,805.0,2,65272,5680,7035,143,Reputation
45324,0,805.0,0,65272,5680,7035,143,Reputation
45325,0,805.0,0,65272,5680,7035,143,Reputation
45461,1,805.0,0,65272,5680,7035,143,Reputation
45462,1,805.0,0,65272,5680,7035,143,Reputation
